Timestamp,Volt RMS,Current RMS,Real Power,PF
2023-06-15 07:55:42.520000,231.0,0.98,226.0,0.9983214064846718
2023-06-15 07:55:58.541000,235.0,0.99,233.0,1.0015044057597249
