Timestamp,Volt_Set,Volt Meas,Current_Set,Current_Meas,Real Power,PF_Set,PF_Meas,PF_Error
2023-06-14 13:45:13.804000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:45:29.823000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:45:45.844000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:46:01.903000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:46:17.924000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:46:34.963000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:46:49.983000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:47:06.003000,230,230.0,0.5,0.5,69.0,0.6,0.6,0.0
2023-06-14 13:47:22.023000,230,230.0,1.0,1.0,142.0,0.6,0.6173913043478261,2.898550724637683
2023-06-14 13:47:22.023000,230,230.0,1.0,1.0,142.0,0.6,0.6173913043478261,2.898550724637683
2023-06-14 13:47:22.023000,230,230.0,1.0,1.0,142.0,0.6,0.6173913043478261,2.898550724637683
2023-06-14 13:47:22.023000,230,230.0,1.0,1.0,142.0,0.6,0.6173913043478261,2.898550724637683
2023-06-14 13:47:22.023000,230,230.0,1.0,1.0,142.0,0.6,0.6173913043478261,2.898550724637683
2023-06-14 13:47:38.043000,230,230.0,1.0,1.0,140.0,0.6,0.6086956521739131,1.4492753623188508
2023-06-14 13:47:54.113000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:48:10.133000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:48:26.153000,230,230.0,1.0,1.0,140.0,0.6,0.6086956521739131,1.4492753623188508
2023-06-14 13:48:42.173000,230,230.0,1.0,1.0,140.0,0.6,0.6086956521739131,1.4492753623188508
2023-06-14 13:48:58.193000,230,230.0,1.0,1.01,139.0,0.6,0.5983641842445114,0.2726359592480909
2023-06-14 13:49:14.214000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:49:30.233000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:49:46.313000,230,230.0,1.0,1.01,140.0,0.6,0.6026689625484287,0.44482709140479065
2023-06-14 13:50:02.333000,230,230.0,1.0,1.0,140.0,0.6,0.6086956521739131,1.4492753623188508
2023-06-14 13:50:18.353000,230,230.0,1.0,1.01,140.0,0.6,0.6026689625484287,0.44482709140479065
2023-06-14 13:50:34.383000,230,230.0,1.0,1.01,140.0,0.6,0.6026689625484287,0.44482709140479065
2023-06-14 13:50:50.403000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:51:06.424000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:51:22.444000,230,230.0,1.0,1.0,139.0,0.6,0.6043478260869565,0.7246376811594162
2023-06-14 13:51:38.503000,230,230.0,1.0,1.01,140.0,0.6,0.6026689625484287,0.44482709140479065
2023-06-14 13:51:54.523000,230,230.0,1.0,1.01,140.0,0.6,0.6026689625484287,0.44482709140479065
2023-06-14 13:52:26.564000,230,230.0,5.0,5.01,681.0,0.6,0.5909919291851081,1.5013451358153094
2023-06-14 13:52:42.603000,230,230.0,5.0,5.01,686.0,0.6,0.5953310769764818,0.7781538372530299
2023-06-14 13:52:58.623000,230,230.0,5.0,5.01,686.0,0.6,0.5953310769764818,0.7781538372530299
2023-06-14 13:53:14.693000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:53:30.713000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:53:46.734000,230,230.0,5.0,5.01,690.0,0.6,0.5988023952095809,0.1996007984031804
2023-06-14 13:54:02.753000,230,230.0,5.0,5.01,685.0,0.6,0.5944632474182071,0.9227920969654784
2023-06-14 13:54:18.774000,230,230.0,5.0,5.01,689.0,0.6,0.5979345656513061,0.34423905811564737
2023-06-14 13:54:34.794000,230,230.0,5.0,5.01,689.0,0.6,0.5979345656513061,0.34423905811564737
2023-06-14 13:54:50.814000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:55:06.834000,230,230.0,5.0,5.01,690.0,0.6,0.5988023952095809,0.1996007984031804
2023-06-14 13:55:22.893000,230,230.0,5.0,5.01,685.0,0.6,0.5944632474182071,0.9227920969654784
2023-06-14 13:55:38.933000,230,230.0,5.0,5.0,686.0,0.6,0.5965217391304348,0.5797101449275255
2023-06-14 13:55:54.963000,230,230.0,5.0,5.01,686.0,0.6,0.5953310769764818,0.7781538372530299
2023-06-14 13:56:10.983000,230,230.0,5.0,5.0,691.0,0.6,0.6008695652173913,0.14492753623189064
2023-06-14 13:56:27.003000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:56:27.003000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:56:27.003000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:56:27.003000,230,230.0,5.0,5.01,691.0,0.6,0.5996702247678556,0.05496253869073191
2023-06-14 13:56:43.023000,230,230.0,5.0,5.01,687.0,0.6,0.5961989065347566,0.6335155775405629
2023-06-14 13:56:59.083000,230,230.0,5.0,5.01,690.0,0.6,0.5988023952095809,0.1996007984031804
2023-06-14 13:57:31.123000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:57:47.143000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:58:03.163000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:58:19.183000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:58:35.203000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:58:51.293000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:59:07.314000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:59:23.333000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:59:39.353000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 13:59:55.373000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:00:11.394000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:00:27.414000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:00:43.473000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:00:59.493000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:01:15.514000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:01:31.534000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:01:47.583000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:02:03.604000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:02:19.624000,230,230.0,0.5,0.5,93.0,0.8,0.808695652173913,1.0869565217391242
2023-06-14 14:02:35.683000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:02:51.704000,230,229.0,0.5,0.5,92.0,0.8,0.8034934497816594,0.43668122270741627
2023-06-14 14:03:07.724000,230,229.0,0.5,0.5,92.0,0.8,0.8034934497816594,0.43668122270741627
2023-06-14 14:03:23.743000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:03:39.773000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:03:55.793000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:04:11.813000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:04:11.813000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:04:27.873000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:04:43.913000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:04:59.933000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:05:15.954000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:05:31.973000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:05:47.993000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:06:04.014000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:06:20.073000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:06:36.093000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:06:52.113000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:07:08.133000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:07:24.154000,230,230.0,1.0,1.01,185.0,0.8,0.7963839862247094,0.4520017219113298
2023-06-14 14:07:40.173000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:07:56.253000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:08:12.274000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:08:28.293000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:08:44.314000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:09:00.333000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:09:16.364000,230,230.0,1.0,1.01,185.0,0.8,0.7963839862247094,0.4520017219113298
2023-06-14 14:09:32.384000,230,230.0,1.0,1.0,186.0,0.8,0.808695652173913,1.0869565217391242
2023-06-14 14:09:48.403000,230,230.0,1.0,1.01,185.0,0.8,0.7963839862247094,0.4520017219113298
2023-06-14 14:10:04.463000,230,229.0,1.0,1.01,186.0,0.8,0.8041852220156513,0.5231527519564128
2023-06-14 14:10:20.484000,230,230.0,1.0,1.0,185.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:10:36.504000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:10:52.553000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:11:08.573000,230,230.0,1.0,1.0,186.0,0.8,0.808695652173913,1.0869565217391242
2023-06-14 14:11:24.594000,230,230.0,1.0,1.0,185.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:11:40.653000,230,229.0,1.0,1.01,186.0,0.8,0.8041852220156513,0.5231527519564128
2023-06-14 14:12:00.178000,230,230.0,1.0,1.01,186.0,0.8,0.8006887645286267,0.08609556607833135
2023-06-14 14:12:32.219000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:12:48.238000,230,230.0,5.0,5.01,919.0,0.8,0.7975353640544998,0.30807949318753525
2023-06-14 14:13:04.259000,230,230.0,5.0,5.01,917.0,0.8,0.7957997049379503,0.5250368827562218
2023-06-14 14:13:20.278000,230,230.0,5.0,5.02,920.0,0.8,0.7968127490039841,0.3984063745019889
2023-06-14 14:13:36.308000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:13:52.388000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:14:08.408000,230,229.0,5.0,5.01,920.0,0.8,0.8018896704407779,0.23620880509722664
2023-06-14 14:14:24.429000,230,230.0,5.0,5.0,916.0,0.8,0.7965217391304348,0.434782608695658
2023-06-14 14:14:40.448000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:14:56.468000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:15:12.488000,230,230.0,5.0,5.01,919.0,0.8,0.7975353640544998,0.30807949318753525
2023-06-14 14:15:28.548000,230,230.0,5.0,5.01,916.0,0.8,0.7949318753796755,0.6335155775405721
2023-06-14 14:15:44.569000,230,230.0,5.0,5.0,917.0,0.8,0.7973913043478261,0.32608695652174
2023-06-14 14:15:44.569000,230,230.0,5.0,5.0,917.0,0.8,0.7973913043478261,0.32608695652174
2023-06-14 14:16:00.598000,230,230.0,5.0,5.01,920.0,0.8,0.7984031936127745,0.1996007984031989
2023-06-14 14:16:16.619000,230,230.0,5.0,5.0,916.0,0.8,0.7965217391304348,0.434782608695658
2023-06-14 14:16:32.639000,230,230.0,5.0,5.02,918.0,0.8,0.7950805473757145,0.6149315780356879
2023-06-14 14:16:48.658000,230,230.0,5.0,5.01,917.0,0.8,0.7957997049379503,0.5250368827562218
2023-06-14 14:17:04.698000,230,230.0,5.0,5.0,916.0,0.8,0.7965217391304348,0.434782608695658
2023-06-14 14:17:36.958000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:17:53.293000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:18:09.453000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:18:25.555000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:18:41.724000,230,230.0,0.2,0.2,45.0,1.0,0.9782608695652174,2.1739130434782594
2023-06-14 14:18:57.794000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:19:13.815000,230,229.0,0.2,0.2,46.0,1.0,1.0043668122270741,0.4366812227074135
2023-06-14 14:19:29.834000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:19:45.864000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:20:01.904000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:20:17.925000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:20:34.074000,230,230.0,0.2,0.2,45.0,1.0,0.9782608695652174,2.1739130434782594
2023-06-14 14:20:50.094000,230,230.0,0.2,0.2,45.0,1.0,0.9782608695652174,2.1739130434782594
2023-06-14 14:21:06.115000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:21:22.134000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:21:38.155000,230,230.0,0.2,0.2,45.0,1.0,0.9782608695652174,2.1739130434782594
2023-06-14 14:21:54.174000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:22:10.205000,230,230.0,0.2,0.2,46.0,1.0,1.0,0.0
2023-06-14 14:22:26.225000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:22:42.374000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:22:58.263000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:22:58.263000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:23:14.283000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:23:30.303000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:23:46.522000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:24:00.299000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:24:16.369000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:24:32.390000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:24:48.410000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:25:04.440000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:25:20.460000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:25:36.519000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:25:52.539000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:26:08.579000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:26:24.600000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:26:40.619000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:26:56.649000,230,230.0,0.5,0.5,115.0,1.0,1.0,0.0
2023-06-14 14:27:28.740000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:27:44.759000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:28:00.780000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:28:16.800000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:28:32.820000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:28:48.839000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:29:05.009000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:29:21.029000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:29:37.059000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:29:53.079000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:30:09.099000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:30:25.119000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:30:41.140000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:30:59.395000,230,230.0,1.0,1.0,230.0,1.0,1.0,0.0
2023-06-14 14:31:15.484000,230,230.0,1.0,1.01,231.0,1.0,0.9944037882049074,0.559621179509262
2023-06-14 14:31:31.544000,230,230.0,1.0,1.0,230.0,1.0,1.0,0.0
2023-06-14 14:31:47.574000,230,230.0,1.0,1.0,230.0,1.0,1.0,0.0
2023-06-14 14:32:03.614000,230,230.0,1.0,1.0,231.0,1.0,1.0043478260869565,0.43478260869564966
2023-06-14 14:32:19.635000,230,230.0,5.0,5.06,1158.0,1.0,0.9950163258291803,0.4983674170819685
2023-06-14 14:32:35.656000,230,230.0,5.0,5.01,1152.0,1.0,0.9997396511325176,0.026034886748238506
2023-06-14 14:32:51.676000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:33:55.754000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:34:11.776000,230,230.0,5.0,5.01,1150.0,1.0,0.9980039920159681,0.19960079840318778
2023-06-14 14:34:27.794000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:34:43.814000,230,230.0,5.0,5.01,1152.0,1.0,0.9997396511325176,0.026034886748238506
2023-06-14 14:34:59.864000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:35:15.886000,230,229.0,5.0,5.0,1149.0,1.0,1.0034934497816594,0.3493449781659441
2023-06-14 14:35:31.944000,230,230.0,5.0,5.01,1152.0,1.0,0.9997396511325176,0.026034886748238506
2023-06-14 14:35:47.966000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:36:03.986000,230,230.0,5.0,5.0,1151.0,1.0,1.0008695652173913,0.08695652173913437
2023-06-14 14:36:20.006000,230,230.0,5.0,5.01,1152.0,1.0,0.9997396511325176,0.026034886748238506
2023-06-14 14:36:36.074000,230,230.0,5.0,5.0,1151.0,1.0,1.0008695652173913,0.08695652173913437
2023-06-14 14:36:52.073000,230,230.0,5.0,5.0,1150.0,1.0,1.0,0.0
2023-06-14 14:37:05.981000,230,230.0,5.0,5.01,1151.0,1.0,0.9988718215742428,0.1128178425757187
2023-06-14 14:37:22.001000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:37:38.031000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:37:54.051000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:38:10.091000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:38:26.161000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:38:43.391000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:38:59.412000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:39:15.431000,230,229.0,0.2,0.2,36.0,0.8,0.7860262008733624,1.7467248908297068
2023-06-14 14:39:31.452000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:39:47.521000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:40:03.542000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:40:19.562000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:40:35.591000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:40:51.611000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:41:07.702000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:41:23.722000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:41:41.236000,230,230.0,0.2,0.2,36.0,0.8,0.782608695652174,2.173913043478262
2023-06-14 14:41:57.257000,230,230.0,0.2,0.2,37.0,0.8,0.8043478260869565,0.5434782608695621
2023-06-14 14:42:29.297000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:42:45.795000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:43:01.815000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:43:17.875000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:43:33.896000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:43:49.926000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:44:05.965000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:44:21.986000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:44:38.005000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:44:54.075000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:45:10.096000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:45:26.116000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:45:42.136000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:45:58.155000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:46:14.176000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:46:30.196000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:46:46.226000,230,230.0,0.5,0.5,91.0,0.8,0.7913043478260869,1.086956521739138
2023-06-14 14:47:02.285000,230,230.0,0.5,0.5,92.0,0.8,0.8,0.0
2023-06-14 14:47:18.325000,230,230.0,1.0,1.01,190.0,0.8,0.8179078777442961,2.2384847180370038
